interview_id,application_id,candidate_id,interview_type,scheduled_at,completed_at,interview_status,technical_score,communication_score,overall_score,recommendation,feedback
review-clean4-clean-INT-0005449,review-clean4-clean-APP-003192,review-clean4-clean-CAND-04795,Phone Screen,2026-08-14T10:00:00,,Scheduled,,2.9,4.3,No Hire,
review-clean4-clean-INT-0005450,review-clean4-clean-APP-003192,review-clean4-clean-CAND-04795,Cultural Fit,2026-08-17T12:00:00,2026-08-17T15:00:00,Completed,,4.5,3.9,No Hire,Able safe piece none identify piece environment seat.
review-clean4-clean-INT-0005451,review-clean4-clean-APP-003193,review-clean4-clean-CAND-02416,Phone Screen,2026-06-07T10:00:00,2026-06-07T18:00:00,Completed,,,3.3,Leaning No,Generation century ok small common.
review-clean4-clean-INT-0005452,review-clean4-clean-APP-003193,review-clean4-clean-CAND-02416,Coding Challenge,2026-06-10T14:00:00,,Scheduled,4.6,5.0,4.7,Strong Hire,Television third write likely.
review-clean4-clean-INT-0005453,review-clean4-clean-APP-003193,review-clean4-clean-CAND-02416,Technical,2026-06-09T09:00:00,2026-06-09T16:00:00,Cancelled,4.5,4.7,4.2,Hire,
review-clean4-clean-INT-0005454,review-clean4-clean-APP-003194,review-clean4-clean-CAND-00418,Phone Screen,2026-08-23T17:00:00,2026-08-24T00:00:00,Cancelled,3.3,3.2,3.0,Leaning No,
review-clean4-clean-INT-0005455,review-clean4-clean-APP-003194,review-clean4-clean-CAND-00418,Technical,2026-08-24T13:00:00,2026-08-24T16:00:00,Completed,,4.8,4.1,Hire,Whether always the.
review-clean4-clean-INT-0005456,review-clean4-clean-APP-003195,review-clean4-clean-CAND-00842,Phone Screen,2026-06-04T11:00:00,,Scheduled,2.0,1.9,,Hire,Campaign area dog seek.
review-clean4-clean-INT-0005457,review-clean4-clean-APP-003196,review-clean4-clean-CAND-03538,Phone Screen,2026-05-26T11:00:00,,Scheduled,3.8,,1.3,Leaning No,My dog responsibility.
review-clean4-clean-INT-0005458,review-clean4-clean-APP-003197,review-clean4-clean-CAND-04741,Phone Screen,2026-08-03T10:00:00,2026-08-03T14:00:00,Cancelled,3.7,,4.4,No Hire,Worry any number air interesting audience.
review-clean4-clean-INT-0005459,review-clean4-clean-APP-003197,review-clean4-clean-CAND-04741,Coding Challenge,2026-08-05T11:00:00,2026-08-05T13:00:00,Cancelled,,,,Strong Hire,Bring support ten experience tell consider speak.
review-clean4-clean-INT-0005460,review-clean4-clean-APP-003198,review-clean4-clean-CAND-04541,Phone Screen,2026-06-04T17:00:00,2026-06-04T23:00:00,Completed,1.8,3.1,,Hire,
review-clean4-clean-INT-0005461,review-clean4-clean-APP-003198,review-clean4-clean-CAND-04541,Phone Screen,2026-06-06T13:00:00,2026-06-06T19:00:00,Completed,,4.8,,Strong Hire,To pass between business main nothing.
review-clean4-clean-INT-0005462,review-clean4-clean-APP-003199,review-clean4-clean-CAND-03994,Phone Screen,2026-08-07T08:00:00,,Scheduled,4.2,2.6,2.0,No Hire,Industry around idea most road half.
review-clean4-clean-INT-0005463,review-clean4-clean-APP-003201,review-clean4-clean-CAND-03997,Phone Screen,2026-07-04T15:00:00,2026-07-04T19:00:00,Completed,4.5,1.1,,Leaning No,
review-clean4-clean-INT-0005464,review-clean4-clean-APP-003201,review-clean4-clean-CAND-03997,Technical,2026-07-07T16:00:00,2026-07-07T19:00:00,Completed,1.4,3.0,,Hire,Single consumer way culture interesting draw.
review-clean4-clean-INT-0005465,review-clean4-clean-APP-003202,review-clean4-clean-CAND-00498,Phone Screen,2026-08-24T09:00:00,2026-08-24T14:00:00,Cancelled,3.5,3.8,2.5,Hire,
review-clean4-clean-INT-0005466,review-clean4-clean-APP-003202,review-clean4-clean-CAND-00498,Coding Challenge,2026-08-25T11:00:00,2026-08-25T16:00:00,Completed,1.5,1.7,1.9,Leaning No,Apply read tonight future hour whose.
review-clean4-clean-INT-0005467,review-clean4-clean-APP-003202,review-clean4-clean-CAND-00498,Cultural Fit,2026-08-26T11:00:00,,Scheduled,3.6,4.8,3.0,Hire,Call leg structure article real.
review-clean4-clean-INT-0005468,review-clean4-clean-APP-003202,review-clean4-clean-CAND-00498,Final Panel,2026-08-30T15:00:00,2026-08-30T20:00:00,Completed,4.2,3.6,4.7,Leaning No,Choice traditional trip produce want part.
review-clean4-clean-INT-0005469,review-clean4-clean-APP-003203,review-clean4-clean-CAND-03458,Phone Screen,2026-08-22T13:00:00,2026-08-22T16:00:00,Completed,,2.1,3.3,Hire,Sing player finish today high.
review-clean4-clean-INT-0005470,review-clean4-clean-APP-003203,review-clean4-clean-CAND-03458,Coding Challenge,2026-08-23T11:00:00,,Scheduled,,4.2,1.2,No Hire,Her however player process Republican in.
review-clean4-clean-INT-0005471,review-clean4-clean-APP-003204,review-clean4-clean-CAND-04533,Phone Screen,2026-07-24T11:00:00,,Scheduled,2.5,2.4,,Leaning No,
review-clean4-clean-INT-0005472,review-clean4-clean-APP-003205,review-clean4-clean-CAND-03418,Phone Screen,2026-06-06T14:00:00,2026-06-06T22:00:00,Completed,3.6,4.1,3.5,Hire,Everyone research figure admit.
review-clean4-clean-INT-0005473,review-clean4-clean-APP-003205,review-clean4-clean-CAND-03418,Coding Challenge,2026-06-08T08:00:00,,Scheduled,4.1,2.0,1.6,Hire,Student body set.
review-clean4-clean-INT-0005474,review-clean4-clean-APP-003206,review-clean4-clean-CAND-00958,Phone Screen,2026-06-15T08:00:00,2026-06-15T11:00:00,Completed,2.1,4.4,,Hire,Enjoy language even rule admit listen.
review-clean4-clean-INT-0005475,review-clean4-clean-APP-003206,review-clean4-clean-CAND-00958,Coding Challenge,2026-06-17T16:00:00,2026-06-17T19:00:00,Completed,,3.9,3.1,Hire,
review-clean4-clean-INT-0005476,review-clean4-clean-APP-003207,review-clean4-clean-CAND-02841,Phone Screen,2026-07-29T12:00:00,2026-07-29T19:00:00,Completed,2.8,1.9,1.8,Hire,Speech couple Congress foot rich production my.
review-clean4-clean-INT-0005477,review-clean4-clean-APP-003207,review-clean4-clean-CAND-02841,Technical,2026-08-01T12:00:00,2026-08-01T14:00:00,Completed,4.8,4.8,2.6,Strong Hire,Development into side clearly room.
review-clean4-clean-INT-0005478,review-clean4-clean-APP-003208,review-clean4-clean-CAND-03574,Phone Screen,2026-07-23T16:00:00,2026-07-23T21:00:00,Completed,4.4,1.6,4.8,No Hire,
review-clean4-clean-INT-0005479,review-clean4-clean-APP-003208,review-clean4-clean-CAND-03574,Final Panel,2026-07-25T14:00:00,,Scheduled,,,,Leaning No,
review-clean4-clean-INT-0005480,review-clean4-clean-APP-003209,review-clean4-clean-CAND-02360,Phone Screen,2026-08-25T12:00:00,,Scheduled,1.7,,2.0,Hire,Result environmental and garden budget.
review-clean4-clean-INT-0005481,review-clean4-clean-APP-003209,review-clean4-clean-CAND-02360,Technical,2026-08-28T15:00:00,,Scheduled,1.2,,4.9,Leaning No,
review-clean4-clean-INT-0005482,review-clean4-clean-APP-003209,review-clean4-clean-CAND-02360,Cultural Fit,2026-08-27T13:00:00,2026-08-27T14:00:00,Completed,4.8,2.6,3.5,Hire,If left yourself your join amount prepare.
review-clean4-clean-INT-0005483,review-clean4-clean-APP-003210,review-clean4-clean-CAND-03845,Phone Screen,2026-07-18T13:00:00,,Scheduled,2.8,2.3,5.0,Hire,Affect goal beat.
review-clean4-clean-INT-0005484,review-clean4-clean-APP-003210,review-clean4-clean-CAND-03845,Coding Challenge,2026-07-19T12:00:00,,Scheduled,4.1,3.9,3.3,No Hire,
review-clean4-clean-INT-0005485,review-clean4-clean-APP-003210,review-clean4-clean-CAND-03845,Cultural Fit,2026-07-22T11:00:00,2026-07-22T14:00:00,Completed,,3.7,3.5,No Hire,Morning high popular environmental.
review-clean4-clean-INT-0005486,review-clean4-clean-APP-003211,review-clean4-clean-CAND-01902,Phone Screen,2026-07-27T17:00:00,2026-07-27T19:00:00,Cancelled,4.2,4.8,,Strong Hire,Sell perhaps personal deal feeling professor be argue.
review-clean4-clean-INT-0005487,review-clean4-clean-APP-003211,review-clean4-clean-CAND-01902,Coding Challenge,2026-07-30T12:00:00,2026-07-30T19:00:00,Cancelled,4.1,1.8,1.2,Hire,
review-clean4-clean-INT-0005488,review-clean4-clean-APP-003212,review-clean4-clean-CAND-04815,Phone Screen,2026-08-15T14:00:00,2026-08-15T18:00:00,Cancelled,,4.9,4.2,Hire,Wife politics home try different where.
review-clean4-clean-INT-0005489,review-clean4-clean-APP-003213,review-clean4-clean-CAND-02779,Phone Screen,2026-06-30T12:00:00,2026-06-30T18:00:00,Completed,,4.2,3.5,Hire,Plan put answer affect lose marriage.
review-clean4-clean-INT-0005490,review-clean4-clean-APP-003213,review-clean4-clean-CAND-02779,Technical,2026-07-03T14:00:00,2026-07-03T20:00:00,Completed,2.6,,2.6,Hire,Leave better ready body upon development.
review-clean4-clean-INT-0005491,review-clean4-clean-APP-003214,review-clean4-clean-CAND-03838,Phone Screen,2026-08-08T14:00:00,2026-08-08T22:00:00,Completed,2.3,2.0,2.5,Hire,Career court approach score exactly eight movie.
review-clean4-clean-INT-0005492,review-clean4-clean-APP-003215,review-clean4-clean-CAND-03198,Phone Screen,2026-07-26T10:00:00,2026-07-26T13:00:00,Completed,2.0,3.4,2.0,Hire,Admit property piece because media resource.
review-clean4-clean-INT-0005493,review-clean4-clean-APP-003215,review-clean4-clean-CAND-03198,Coding Challenge,2026-07-28T13:00:00,2026-07-28T16:00:00,Cancelled,1.5,,2.8,Hire,
review-clean4-clean-INT-0005494,review-clean4-clean-APP-003216,review-clean4-clean-CAND-02952,Phone Screen,2026-06-10T13:00:00,,Scheduled,,1.1,1.3,Strong Hire,System near final pattern claim.
review-clean4-clean-INT-0005495,review-clean4-clean-APP-003216,review-clean4-clean-CAND-02952,Coding Challenge,2026-06-13T16:00:00,,Scheduled,,,,Leaning No,Science yard law assume technology where.
review-clean4-clean-INT-0005496,review-clean4-clean-APP-003217,review-clean4-clean-CAND-01328,Phone Screen,2026-07-25T14:00:00,2026-07-25T21:00:00,Cancelled,,1.6,4.5,Leaning No,Economic subject maintain also another guess husband.
review-clean4-clean-INT-0005497,review-clean4-clean-APP-003218,review-clean4-clean-CAND-02314,Phone Screen,2026-06-14T10:00:00,2026-06-14T14:00:00,Completed,,3.2,1.4,Hire,Family right north bar list do.
review-clean4-clean-INT-0005498,review-clean4-clean-APP-003218,review-clean4-clean-CAND-02314,Cultural Fit,2026-06-15T11:00:00,2026-06-15T12:00:00,Completed,3.1,4.8,,Leaning No,Also choose hold positive lose finish support under.
review-clean4-clean-INT-0005499,review-clean4-clean-APP-003218,review-clean4-clean-CAND-02314,Phone Screen,2026-06-20T15:00:00,2026-06-20T18:00:00,Completed,1.7,,,Strong Hire,
review-clean4-clean-INT-0005500,review-clean4-clean-APP-003218,review-clean4-clean-CAND-02314,Coding Challenge,2026-06-20T08:00:00,2026-06-20T12:00:00,Completed,4.8,1.2,3.3,Hire,Painting pass a receive feel measure pattern hold.
review-clean4-clean-INT-0005501,review-clean4-clean-APP-003219,review-clean4-clean-CAND-00707,Phone Screen,2026-05-28T11:00:00,,Scheduled,1.7,1.7,4.5,Hire,Wide his tell beyond star teacher cost officer.
review-clean4-clean-INT-0005502,review-clean4-clean-APP-003219,review-clean4-clean-CAND-00707,Phone Screen,2026-05-30T08:00:00,2026-05-30T10:00:00,Completed,4.5,3.2,4.5,Leaning No,Relationship would finish issue.
review-clean4-clean-INT-0005503,review-clean4-clean-APP-003219,review-clean4-clean-CAND-00707,Cultural Fit,2026-06-03T09:00:00,2026-06-03T10:00:00,Cancelled,3.7,2.7,4.6,Leaning No,Guess speak against manage development.
review-clean4-clean-INT-0005504,review-clean4-clean-APP-003221,review-clean4-clean-CAND-01281,Phone Screen,2026-06-17T12:00:00,,Scheduled,1.8,4.8,,Hire,Reality cup whatever official word.
review-clean4-clean-INT-0005505,review-clean4-clean-APP-003221,review-clean4-clean-CAND-01281,Coding Challenge,2026-06-19T09:00:00,2026-06-19T11:00:00,Completed,2.4,1.2,2.0,Hire,Maybe option write behind.
review-clean4-clean-INT-0005506,review-clean4-clean-APP-003221,review-clean4-clean-CAND-01281,Final Panel,2026-06-23T12:00:00,2026-06-23T16:00:00,Completed,4.0,2.7,,Strong Hire,Build little positive nation design top.
review-clean4-clean-INT-0005507,review-clean4-clean-APP-003222,review-clean4-clean-CAND-00827,Phone Screen,2026-06-18T08:00:00,2026-06-18T11:00:00,Cancelled,2.7,2.5,1.1,Hire,Sometimes where view property college.
review-clean4-clean-INT-0005508,review-clean4-clean-APP-003222,review-clean4-clean-CAND-00827,Technical,2026-06-19T09:00:00,2026-06-19T15:00:00,Completed,,1.3,,Hire,Indeed still nothing.
review-clean4-clean-INT-0005509,review-clean4-clean-APP-003223,review-clean4-clean-CAND-04045,Phone Screen,2026-08-14T14:00:00,2026-08-14T20:00:00,Completed,3.0,4.0,,No Hire,Professor full gas similar approach cup strategy.
review-clean4-clean-INT-0005510,review-clean4-clean-APP-003224,review-clean4-clean-CAND-01716,Phone Screen,2026-06-08T08:00:00,2026-06-08T15:00:00,Cancelled,1.5,,3.1,Hire,
review-clean4-clean-INT-0005511,review-clean4-clean-APP-003224,review-clean4-clean-CAND-01716,Technical,2026-06-09T14:00:00,2026-06-09T21:00:00,Completed,1.9,2.0,3.1,No Hire,
review-clean4-clean-INT-0005512,review-clean4-clean-APP-003225,review-clean4-clean-CAND-00149,Phone Screen,2026-06-21T11:00:00,,Scheduled,1.1,3.5,3.4,Hire,Arrive reflect necessary least if worry early.
review-clean4-clean-INT-0005513,review-clean4-clean-APP-003226,review-clean4-clean-CAND-02925,Phone Screen,2026-05-31T16:00:00,2026-05-31T19:00:00,Cancelled,,,1.3,Leaning No,
review-clean4-clean-INT-0005514,review-clean4-clean-APP-003226,review-clean4-clean-CAND-02925,Coding Challenge,2026-06-03T09:00:00,2026-06-03T11:00:00,Cancelled,2.5,,2.5,Hire,
review-clean4-clean-INT-0005515,review-clean4-clean-APP-003227,review-clean4-clean-CAND-01432,Phone Screen,2026-08-06T14:00:00,2026-08-06T18:00:00,Completed,,4.4,,Leaning No,Pay rest television medical girl.
review-clean4-clean-INT-0005516,review-clean4-clean-APP-003227,review-clean4-clean-CAND-01432,Technical,2026-08-07T13:00:00,,Scheduled,,2.6,3.6,No Hire,
review-clean4-clean-INT-0005517,review-clean4-clean-APP-003228,review-clean4-clean-CAND-00262,Phone Screen,2026-06-11T13:00:00,,Scheduled,,,3.4,Leaning No,Face newspaper national TV throw.
review-clean4-clean-INT-0005518,review-clean4-clean-APP-003228,review-clean4-clean-CAND-00262,Phone Screen,2026-06-14T17:00:00,2026-06-14T22:00:00,Completed,1.1,2.1,2.7,Hire,Key write very suffer.
review-clean4-clean-INT-0005519,review-clean4-clean-APP-003229,review-clean4-clean-CAND-02767,Phone Screen,2026-06-04T15:00:00,2026-06-04T21:00:00,Cancelled,5.0,2.4,3.7,Hire,Media decide another on rate special.
review-clean4-clean-INT-0005520,review-clean4-clean-APP-003229,review-clean4-clean-CAND-02767,Coding Challenge,2026-06-07T13:00:00,2026-06-07T19:00:00,Completed,1.6,,3.8,Leaning No,Vote maybe voice become.
review-clean4-clean-INT-0005521,review-clean4-clean-APP-003230,review-clean4-clean-CAND-01858,Phone Screen,2026-07-05T12:00:00,2026-07-05T17:00:00,Completed,,2.2,3.6,No Hire,Beat wind later behind according expect company.
review-clean4-clean-INT-0005522,review-clean4-clean-APP-003230,review-clean4-clean-CAND-01858,Cultural Fit,2026-07-08T08:00:00,2026-07-08T09:00:00,Completed,,3.9,4.8,No Hire,
review-clean4-clean-INT-0005523,review-clean4-clean-APP-003230,review-clean4-clean-CAND-01858,Technical,2026-07-07T14:00:00,2026-07-07T22:00:00,Completed,2.4,,4.1,No Hire,The join marriage floor series energy list.
review-clean4-clean-INT-0005524,review-clean4-clean-APP-003232,review-clean4-clean-CAND-02788,Phone Screen,2026-07-31T16:00:00,2026-07-31T19:00:00,Completed,4.5,3.6,3.6,No Hire,At evening more adult artist seem theory bed.
review-clean4-clean-INT-0005525,review-clean4-clean-APP-003233,review-clean4-clean-CAND-00383,Phone Screen,2026-06-21T08:00:00,2026-06-21T10:00:00,Completed,3.4,3.4,5.0,Leaning No,
review-clean4-clean-INT-0005526,review-clean4-clean-APP-003234,review-clean4-clean-CAND-02192,Phone Screen,2026-06-19T13:00:00,,Scheduled,3.5,,4.7,Hire,Arrive study point return everybody.
review-clean4-clean-INT-0005527,review-clean4-clean-APP-003235,review-clean4-clean-CAND-04223,Phone Screen,2026-05-28T13:00:00,2026-05-28T16:00:00,Cancelled,1.6,3.9,2.8,Leaning No,
review-clean4-clean-INT-0005528,review-clean4-clean-APP-003235,review-clean4-clean-CAND-04223,Phone Screen,2026-05-31T09:00:00,2026-05-31T12:00:00,Completed,,2.2,2.7,No Hire,Open effort account behavior start easy skin.
review-clean4-clean-INT-0005529,review-clean4-clean-APP-003237,review-clean4-clean-CAND-03587,Phone Screen,2026-06-01T14:00:00,2026-06-01T20:00:00,Completed,4.1,,2.0,Leaning No,Claim great player ten they oil letter.
review-clean4-clean-INT-0005530,review-clean4-clean-APP-003237,review-clean4-clean-CAND-03587,Phone Screen,2026-06-03T12:00:00,2026-06-03T19:00:00,Completed,3.6,2.3,3.2,Leaning No,Voice entire economic large inside eye help.
review-clean4-clean-INT-0005531,review-clean4-clean-APP-003238,review-clean4-clean-CAND-00909,Phone Screen,2026-06-29T09:00:00,2026-06-29T12:00:00,Completed,3.6,1.9,4.6,Leaning No,Rule score turn international of better tough.
review-clean4-clean-INT-0005532,review-clean4-clean-APP-003239,review-clean4-clean-CAND-04995,Phone Screen,2026-07-02T17:00:00,,Scheduled,3.7,,,Hire,Season cultural treatment want perform kitchen maintain.
review-clean4-clean-INT-0005533,review-clean4-clean-APP-003239,review-clean4-clean-CAND-04995,Phone Screen,2026-07-05T17:00:00,2026-07-05T22:00:00,Completed,4.3,3.9,2.4,Hire,Us picture opportunity.
review-clean4-clean-INT-0005534,review-clean4-clean-APP-003240,review-clean4-clean-CAND-04608,Phone Screen,2026-07-29T17:00:00,2026-07-29T22:00:00,Completed,2.0,,3.8,Strong Hire,Middle score reach owner recently.
review-clean4-clean-INT-0005535,review-clean4-clean-APP-003240,review-clean4-clean-CAND-04608,Coding Challenge,2026-07-31T13:00:00,,Scheduled,2.7,1.2,3.0,Hire,
review-clean4-clean-INT-0005536,review-clean4-clean-APP-003241,review-clean4-clean-CAND-00864,Phone Screen,2026-07-14T16:00:00,,Scheduled,2.3,4.4,2.6,Leaning No,
review-clean4-clean-INT-0005537,review-clean4-clean-APP-003241,review-clean4-clean-CAND-00864,Coding Challenge,2026-07-17T12:00:00,,Scheduled,2.4,4.7,2.5,Strong Hire,Senior tend small development mission capital second girl.
review-clean4-clean-INT-0005538,review-clean4-clean-APP-003242,review-clean4-clean-CAND-00968,Phone Screen,2026-06-11T17:00:00,,Scheduled,4.2,2.9,,Hire,Note movement sort oil.
review-clean4-clean-INT-0005539,review-clean4-clean-APP-003243,review-clean4-clean-CAND-02963,Phone Screen,2026-07-16T14:00:00,2026-07-16T17:00:00,Cancelled,,1.9,3.0,Hire,Thought career idea raise oil his suffer.
review-clean4-clean-INT-0005540,review-clean4-clean-APP-003243,review-clean4-clean-CAND-02963,Technical,2026-07-18T14:00:00,,Scheduled,2.8,3.7,4.6,Leaning No,Their rock within thank purpose push maybe.
review-clean4-clean-INT-0005541,review-clean4-clean-APP-003244,review-clean4-clean-CAND-02394,Phone Screen,2026-08-10T11:00:00,2026-08-10T19:00:00,Completed,4.4,1.2,2.1,No Hire,
review-clean4-clean-INT-0005542,review-clean4-clean-APP-003244,review-clean4-clean-CAND-02394,Coding Challenge,2026-08-12T11:00:00,2026-08-12T17:00:00,Completed,3.1,5.0,,Leaning No,Receive heavy lay toward fast much.
review-clean4-clean-INT-0005543,review-clean4-clean-APP-003245,review-clean4-clean-CAND-04145,Phone Screen,2026-06-21T11:00:00,2026-06-21T19:00:00,Cancelled,4.7,1.9,4.0,Leaning No,He others kind well over travel.
review-clean4-clean-INT-0005544,review-clean4-clean-APP-003245,review-clean4-clean-CAND-04145,Technical,2026-06-23T13:00:00,,Scheduled,3.8,1.0,1.1,Hire,Its degree program south medical always left.
review-clean4-clean-INT-0005545,review-clean4-clean-APP-003245,review-clean4-clean-CAND-04145,Technical,2026-06-25T16:00:00,2026-06-25T23:00:00,Completed,,1.2,2.6,Strong Hire,Run in card.
